Age,Income,Knowledge,Risk,Goal,Portfolio
32,470607,Medium,High,Wealth Growth,Moderate
33,654994,Low,Medium,Wealth Growth,Moderate
67,1154987,Medium,Medium,Short-Term Gain,Moderate
34,922809,High,Low,Short-Term Gain,Moderate
80,473970,High,High,Short-Term Gain,Moderate
50,1217238,High,Low,Retirement,Moderate
57,599455,Low,Medium,Short-Term Gain,Moderate
44,612108,Low,High,Short-Term Gain,Moderate
33,1396735,Medium,Low,Retirement,Moderate
27,843652,High,Medium,Wealth Growth,Aggressive
26,1182157,Medium,High,Retirement,Moderate
34,971526,Medium,Medium,Short-Term Gain,Moderate
53,1019603,Medium,Medium,Short-Term Gain,Moderate
61,1348275,Medium,Low,Wealth Growth,Moderate
28,1344600,High,Medium,Retirement,Moderate
23,859855,Medium,High,Retirement,Moderate
34,911962,High,High,Retirement,Moderate
21,604073,Medium,High,Retirement,Moderate
25,1456955,Low,High,Retirement,Moderate
61,775267,High,Medium,Wealth Growth,Aggressive
61,734099,High,Medium,Wealth Growth,Aggressive
71,374175,High,Low,Retirement,Moderate
35,553104,Medium,Low,Wealth Growth,Moderate
47,1271672,Medium,Low,Wealth Growth,Moderate
55,1313426,Low,Medium,Short-Term Gain,Moderate
23,404573,Low,High,Short-Term Gain,Moderate
24,300619,Low,Medium,Wealth Growth,Moderate
53,359036,Medium,Medium,Short-Term Gain,Moderate
68,1208551,High,Low,Short-Term Gain,Moderate
69,589886,High,Low,Short-Term Gain,Moderate
21,754952,Low,Medium,Short-Term Gain,Moderate
27,1365717,Low,High,Short-Term Gain,Moderate
40,676420,Low,Low,Short-Term Gain,Moderate
38,633941,Medium,Low,Retirement,Moderate
65,1101553,Low,Medium,Retirement,Moderate
79,389490,Low,High,Short-Term Gain,Moderate
26,796028,Medium,Low,Short-Term Gain,Moderate
32,968342,Low,Medium,Wealth Growth,Moderate
59,847000,Low,Medium,Wealth Growth,Moderate
66,1204263,High,High,Wealth Growth,Aggressive
46,623828,Medium,High,Wealth Growth,Moderate
60,367551,Low,High,Short-Term Gain,Moderate
79,1455613,Low,Low,Wealth Growth,Moderate
31,381543,Low,High,Retirement,Moderate
66,1306039,Medium,Low,Short-Term Gain,Moderate
23,1028461,High,High,Short-Term Gain,Moderate
34,1494111,Low,Low,Short-Term Gain,Moderate
28,445526,High,High,Wealth Growth,Aggressive
61,1029135,Medium,High,Short-Term Gain,Moderate
76,1132328,Low,Low,Wealth Growth,Moderate
52,1213249,High,High,Short-Term Gain,Moderate
60,411478,High,High,Retirement,Moderate
65,649300,Low,High,Short-Term Gain,Moderate
48,351388,Medium,High,Retirement,Moderate
72,541201,High,Low,Short-Term Gain,Moderate
28,1072736,Medium,High,Retirement,Moderate
41,349466,Low,Medium,Wealth Growth,Moderate
35,967376,Low,Medium,Retirement,Moderate
31,1351572,Low,High,Wealth Growth,Moderate
57,870847,Medium,High,Short-Term Gain,Moderate
52,1172560,Medium,High,Short-Term Gain,Moderate
36,1283341,High,Medium,Retirement,Moderate
68,1098871,Medium,Medium,Short-Term Gain,Moderate
77,1111882,Low,High,Short-Term Gain,Moderate
36,1353418,Low,Medium,Wealth Growth,Moderate
79,1149086,Medium,Low,Retirement,Moderate
56,546895,High,Medium,Short-Term Gain,Moderate
27,851433,Medium,Medium,Retirement,Moderate
40,866250,High,Medium,Wealth Growth,Aggressive
34,817679,Medium,Medium,Short-Term Gain,Moderate
50,1385712,Low,High,Short-Term Gain,Moderate
46,1312525,Low,Low,Wealth Growth,Moderate
34,1448243,Low,Low,Short-Term Gain,Moderate
60,1223751,Medium,Low,Wealth Growth,Moderate
37,381647,Medium,Low,Retirement,Moderate
53,918324,Medium,High,Retirement,Moderate
22,1167456,Low,Low,Short-Term Gain,Moderate
68,873410,Low,Low,Retirement,Conservative
51,1162818,High,High,Wealth Growth,Aggressive
48,470247,Medium,Low,Retirement,Moderate
62,1017050,High,Low,Wealth Growth,Moderate
38,610380,High,Low,Retirement,Moderate
32,783355,Low,Medium,Retirement,Moderate
68,404123,Low,Low,Wealth Growth,Moderate
36,1323013,High,Low,Wealth Growth,Moderate
33,920814,Medium,Low,Wealth Growth,Moderate
49,1328717,High,High,Wealth Growth,Aggressive
37,940013,Medium,Medium,Retirement,Moderate
77,627874,High,Medium,Retirement,Moderate
23,688958,Medium,High,Wealth Growth,Moderate
68,1087033,Low,Low,Short-Term Gain,Moderate
34,378376,Medium,Medium,Wealth Growth,Moderate
31,386797,Medium,High,Wealth Growth,Moderate
64,361810,Low,Medium,Wealth Growth,Moderate
69,515857,Medium,High,Short-Term Gain,Moderate
70,384097,High,Medium,Wealth Growth,Aggressive
30,370868,High,Medium,Wealth Growth,Aggressive
68,814095,High,High,Retirement,Moderate
23,1361015,Low,Low,Retirement,Conservative
43,1141425,Medium,High,Wealth Growth,Moderate
76,598305,High,Medium,Retirement,Moderate
54,748104,Low,High,Short-Term Gain,Moderate
77,453940,Low,High,Retirement,Moderate
68,536068,High,Low,Retirement,Moderate
35,663463,Medium,High,Short-Term Gain,Moderate
24,512768,Medium,High,Retirement,Moderate
37,1347652,High,Low,Wealth Growth,Moderate
28,754435,Low,Medium,Short-Term Gain,Moderate
28,603326,Low,Medium,Wealth Growth,Moderate
50,1050780,High,Low,Wealth Growth,Moderate
20,580044,High,Low,Short-Term Gain,Moderate
62,792942,High,Medium,Short-Term Gain,Moderate
36,1429007,Low,Medium,Retirement,Moderate
38,797086,Low,Low,Wealth Growth,Moderate
58,886825,Medium,High,Short-Term Gain,Moderate
23,1494998,Low,Medium,Retirement,Moderate
70,666901,Medium,Low,Short-Term Gain,Moderate
27,823714,Medium,Low,Retirement,Moderate
59,1095321,Low,High,Short-Term Gain,Moderate
52,844071,Medium,Medium,Short-Term Gain,Moderate
60,375700,Medium,High,Short-Term Gain,Moderate
46,578418,High,Medium,Wealth Growth,Aggressive
59,620010,Medium,High,Wealth Growth,Moderate
21,1489358,Low,Low,Short-Term Gain,Moderate
39,1414868,Medium,Low,Retirement,Moderate
79,624974,High,Medium,Wealth Growth,Aggressive
48,547412,Low,Low,Short-Term Gain,Moderate
45,1189822,Medium,High,Retirement,Moderate
45,1313807,Low,Medium,Short-Term Gain,Moderate
52,772595,Medium,Low,Retirement,Moderate
45,642662,Low,Medium,Short-Term Gain,Moderate
22,606357,Low,High,Short-Term Gain,Moderate
60,751734,Low,Medium,Wealth Growth,Moderate
67,710013,Low,High,Short-Term Gain,Moderate
48,944301,Low,High,Retirement,Moderate
28,992046,Medium,Low,Short-Term Gain,Moderate
63,1097661,High,Medium,Wealth Growth,Aggressive
49,668176,Low,Medium,Retirement,Moderate
46,796782,Medium,High,Short-Term Gain,Moderate
65,921918,High,Low,Wealth Growth,Moderate
43,510996,High,Low,Short-Term Gain,Moderate
34,1081947,High,Medium,Wealth Growth,Aggressive
55,985479,Medium,High,Wealth Growth,Moderate
47,423709,High,Low,Short-Term Gain,Moderate
67,1165697,Low,Low,Wealth Growth,Moderate
24,897812,Medium,Low,Retirement,Moderate
26,413862,High,Low,Wealth Growth,Moderate
75,1175790,High,Low,Wealth Growth,Moderate
74,1285536,High,Low,Short-Term Gain,Moderate
38,739206,Medium,Low,Retirement,Moderate
43,831683,High,Medium,Short-Term Gain,Moderate
44,1137993,Low,High,Short-Term Gain,Moderate
58,893300,Low,High,Wealth Growth,Moderate
46,952090,High,Low,Short-Term Gain,Moderate
24,788645,Medium,Medium,Retirement,Moderate
55,774152,Low,Low,Retirement,Conservative
27,999293,Low,High,Retirement,Moderate
38,909166,Low,Low,Retirement,Conservative
30,1475342,Low,Low,Short-Term Gain,Moderate
53,1327310,High,Medium,Wealth Growth,Aggressive
71,617406,High,Low,Wealth Growth,Moderate
52,545612,Medium,Low,Retirement,Moderate
37,821755,Low,Low,Wealth Growth,Moderate
40,1181533,Low,Medium,Wealth Growth,Moderate
61,1461746,High,High,Short-Term Gain,Moderate
72,1302085,Low,Low,Wealth Growth,Moderate
68,1294623,Low,Low,Retirement,Conservative
27,1032606,Medium,Medium,Retirement,Moderate
41,509709,Medium,Low,Short-Term Gain,Moderate
36,1181609,Low,High,Retirement,Moderate
49,994833,Medium,Low,Short-Term Gain,Moderate
50,1046641,Medium,High,Retirement,Moderate
32,466916,Low,High,Short-Term Gain,Moderate
58,889838,High,High,Short-Term Gain,Moderate
74,767168,Low,Medium,Wealth Growth,Moderate
73,409255,High,Low,Retirement,Moderate
48,1404303,Medium,High,Short-Term Gain,Moderate
23,1221576,Medium,Low,Short-Term Gain,Moderate
33,1112485,Low,High,Wealth Growth,Moderate
50,390217,Low,Medium,Retirement,Moderate
60,452370,High,High,Wealth Growth,Aggressive
43,770639,Low,Medium,Retirement,Moderate
64,400092,Medium,Medium,Short-Term Gain,Moderate
64,814016,Medium,Low,Retirement,Moderate
22,338714,Medium,High,Retirement,Moderate
21,1316980,High,High,Retirement,Moderate
38,867713,Low,Medium,Retirement,Moderate
43,374292,Low,Medium,Wealth Growth,Moderate
56,465269,Low,Low,Retirement,Conservative
58,1024535,Low,Low,Wealth Growth,Moderate
35,626806,High,High,Short-Term Gain,Moderate
60,1210130,High,Medium,Retirement,Moderate
71,1381032,High,Low,Wealth Growth,Moderate
24,775943,Medium,Medium,Retirement,Moderate
20,802157,High,Low,Wealth Growth,Moderate
47,320571,Low,Low,Wealth Growth,Moderate
29,644364,Medium,Medium,Wealth Growth,Moderate
49,1444916,Medium,Low,Wealth Growth,Moderate
69,441303,High,Low,Wealth Growth,Moderate
50,512176,Medium,Medium,Wealth Growth,Moderate
39,743483,Medium,Medium,Short-Term Gain,Moderate
80,1296334,High,Low,Retirement,Moderate
24,578817,High,Medium,Wealth Growth,Aggressive
34,1077858,Medium,Low,Retirement,Moderate
26,422986,Low,Low,Short-Term Gain,Moderate
27,549097,Low,High,Short-Term Gain,Moderate
23,977473,Medium,High,Wealth Growth,Moderate
54,325633,High,High,Wealth Growth,Aggressive
60,930611,Medium,Low,Short-Term Gain,Moderate
80,792033,High,Medium,Retirement,Moderate
39,1421606,Low,Medium,Wealth Growth,Moderate
48,509294,Medium,Medium,Wealth Growth,Moderate
53,1069875,Medium,Medium,Retirement,Moderate
79,922054,Medium,Low,Retirement,Moderate
27,1456353,Low,High,Retirement,Moderate
24,950478,High,Low,Wealth Growth,Moderate
53,1050420,Low,Low,Short-Term Gain,Moderate
40,468744,Medium,Medium,Short-Term Gain,Moderate
22,515970,Medium,Low,Short-Term Gain,Moderate
34,1294667,Low,Low,Wealth Growth,Moderate
52,1387715,Medium,High,Retirement,Moderate
60,853959,High,High,Retirement,Moderate
52,351885,Medium,Low,Retirement,Moderate
35,969047,High,Medium,Short-Term Gain,Moderate
59,1418506,Medium,Medium,Wealth Growth,Moderate
25,622965,Medium,Low,Retirement,Moderate
20,1311544,Medium,High,Short-Term Gain,Moderate
80,350531,High,High,Wealth Growth,Aggressive
27,855704,Low,Medium,Retirement,Moderate
47,423754,Medium,Medium,Retirement,Moderate
57,1080524,Medium,Low,Short-Term Gain,Moderate
59,676887,Medium,High,Retirement,Moderate
49,1148104,High,Medium,Short-Term Gain,Moderate
38,566663,Low,Low,Short-Term Gain,Moderate
62,1443875,Medium,Low,Wealth Growth,Moderate
26,943245,Low,High,Retirement,Moderate
29,1369712,High,High,Retirement,Moderate
33,336619,Medium,Medium,Retirement,Moderate
34,378216,Medium,Low,Short-Term Gain,Moderate
21,614068,High,High,Retirement,Moderate
67,1312482,High,Low,Wealth Growth,Moderate
71,1083670,High,Low,Retirement,Moderate
39,621287,Low,Medium,Wealth Growth,Moderate
67,421000,Medium,Low,Short-Term Gain,Moderate
26,944445,High,High,Retirement,Moderate
65,1174932,Medium,High,Retirement,Moderate
56,1158962,Medium,Low,Wealth Growth,Moderate
56,1330822,Medium,Medium,Retirement,Moderate
53,601020,High,Low,Wealth Growth,Moderate
32,319979,Medium,Medium,Wealth Growth,Moderate
41,1151377,High,Low,Short-Term Gain,Moderate
41,887303,Low,Low,Retirement,Conservative
29,1281223,High,Medium,Short-Term Gain,Moderate
33,1190570,Low,Medium,Wealth Growth,Moderate
65,740378,Low,High,Wealth Growth,Moderate
75,1384330,Low,Low,Wealth Growth,Moderate
64,313741,Medium,Low,Retirement,Moderate
31,1323015,Low,High,Short-Term Gain,Moderate
79,1415780,Medium,Low,Short-Term Gain,Moderate
47,319571,High,Medium,Wealth Growth,Aggressive
39,662828,High,High,Wealth Growth,Aggressive
29,657468,Medium,High,Retirement,Moderate
24,403286,Medium,Low,Short-Term Gain,Moderate
55,919650,High,Low,Wealth Growth,Moderate
38,1102739,High,High,Wealth Growth,Aggressive
31,1318730,Medium,High,Wealth Growth,Moderate
48,1184215,Low,Low,Short-Term Gain,Moderate
32,709676,High,Medium,Wealth Growth,Aggressive
79,672240,Low,Low,Short-Term Gain,Moderate
25,1349528,High,High,Wealth Growth,Aggressive
35,619163,High,Medium,Short-Term Gain,Moderate
44,1122549,High,High,Short-Term Gain,Moderate
24,602658,High,Medium,Retirement,Moderate
26,1388596,High,High,Retirement,Moderate
60,670147,Medium,Low,Wealth Growth,Moderate
52,1269276,High,Medium,Short-Term Gain,Moderate
43,531410,Medium,Medium,Retirement,Moderate
39,1322980,High,Medium,Retirement,Moderate
36,542400,High,High,Retirement,Moderate
25,433028,Medium,High,Short-Term Gain,Moderate
44,1354714,High,Medium,Short-Term Gain,Moderate
48,795652,Medium,Medium,Retirement,Moderate
30,1137802,Medium,High,Wealth Growth,Moderate
57,726292,Medium,Medium,Short-Term Gain,Moderate
26,1138957,Low,Medium,Wealth Growth,Moderate
61,485148,Medium,High,Retirement,Moderate
57,394553,Low,Low,Wealth Growth,Moderate
23,1313204,Medium,High,Short-Term Gain,Moderate
80,1164092,High,Low,Short-Term Gain,Moderate
25,1224533,High,High,Wealth Growth,Aggressive
44,840568,High,High,Short-Term Gain,Moderate
53,772445,Low,High,Wealth Growth,Moderate
20,715388,Low,Low,Short-Term Gain,Moderate
52,495662,Low,Medium,Short-Term Gain,Moderate
43,547197,High,High,Short-Term Gain,Moderate
71,405450,Medium,Low,Retirement,Moderate
28,596740,Low,Medium,Wealth Growth,Moderate
25,914927,High,High,Short-Term Gain,Moderate
68,1212847,High,Medium,Wealth Growth,Aggressive
58,879908,Low,Low,Wealth Growth,Moderate
60,1178353,High,Low,Retirement,Moderate
32,905956,Medium,Low,Wealth Growth,Moderate
60,1360465,High,Low,Short-Term Gain,Moderate
39,1177368,Low,Medium,Short-Term Gain,Moderate
53,1231181,Low,Medium,Short-Term Gain,Moderate
23,1421813,Medium,High,Short-Term Gain,Moderate
69,1208537,Medium,High,Short-Term Gain,Moderate
52,640743,Low,High,Short-Term Gain,Moderate
29,320760,Low,Medium,Wealth Growth,Moderate
29,1112077,Low,Medium,Short-Term Gain,Moderate
48,344718,High,Low,Wealth Growth,Moderate
62,363589,High,High,Short-Term Gain,Moderate
45,523084,Medium,High,Retirement,Moderate
39,763900,Medium,High,Short-Term Gain,Moderate
60,693638,Low,Low,Short-Term Gain,Moderate
30,1371945,High,Medium,Retirement,Moderate
50,412893,Medium,High,Short-Term Gain,Moderate
57,625756,Medium,Low,Wealth Growth,Moderate
43,1055043,Medium,Medium,Wealth Growth,Moderate
76,680260,Medium,Low,Retirement,Moderate
25,798519,Low,Medium,Wealth Growth,Moderate
53,1442664,Medium,Medium,Retirement,Moderate
43,1442864,Medium,Low,Wealth Growth,Moderate
21,1347584,Medium,High,Retirement,Moderate
24,1220811,High,Low,Short-Term Gain,Moderate
68,501581,High,Low,Retirement,Moderate
41,780455,Medium,Medium,Short-Term Gain,Moderate
33,611101,Medium,High,Wealth Growth,Moderate
30,396619,High,Low,Retirement,Moderate
21,935578,Medium,Low,Wealth Growth,Moderate
79,1089584,Low,Low,Wealth Growth,Moderate
61,631569,High,Medium,Retirement,Moderate
45,1228648,Medium,Low,Wealth Growth,Moderate
44,1488182,Low,Low,Retirement,Conservative
39,640461,High,High,Short-Term Gain,Moderate
63,344689,Medium,Medium,Wealth Growth,Moderate
25,851337,High,Medium,Short-Term Gain,Moderate
37,1259672,High,High,Short-Term Gain,Moderate
72,1281129,High,High,Short-Term Gain,Moderate
28,746110,Medium,High,Retirement,Moderate
65,469576,Medium,Medium,Wealth Growth,Moderate
70,1334564,Medium,Low,Retirement,Moderate
25,739932,High,Medium,Retirement,Moderate
58,655730,Low,Medium,Wealth Growth,Moderate
47,1355201,Medium,Medium,Short-Term Gain,Moderate
55,625765,High,Medium,Short-Term Gain,Moderate
61,1055254,Medium,Medium,Wealth Growth,Moderate
51,392619,High,Low,Wealth Growth,Moderate
74,430220,Low,Medium,Retirement,Moderate
51,500277,Medium,Low,Wealth Growth,Moderate
21,427562,Low,Medium,Short-Term Gain,Moderate
42,1402135,Medium,Low,Wealth Growth,Moderate
44,921450,High,Medium,Short-Term Gain,Moderate
61,1143866,High,High,Short-Term Gain,Moderate
54,1287134,Low,Medium,Wealth Growth,Moderate
30,1311139,High,High,Retirement,Moderate
75,678869,High,Medium,Short-Term Gain,Moderate
65,699795,Low,High,Short-Term Gain,Moderate
20,941081,High,Medium,Wealth Growth,Aggressive
47,662026,High,High,Short-Term Gain,Moderate
27,766840,Medium,High,Wealth Growth,Moderate
46,1359077,Medium,Low,Wealth Growth,Moderate
38,1260419,Medium,Low,Wealth Growth,Moderate
29,1271029,Low,High,Wealth Growth,Moderate
45,786552,Low,High,Short-Term Gain,Moderate
57,1211662,High,High,Retirement,Moderate
79,893436,Low,Low,Wealth Growth,Moderate
38,1144148,Low,High,Wealth Growth,Moderate
54,696742,High,Medium,Wealth Growth,Aggressive
42,458990,Medium,Medium,Short-Term Gain,Moderate
76,509367,High,High,Retirement,Moderate
48,358383,High,High,Short-Term Gain,Moderate
45,697526,Medium,High,Short-Term Gain,Moderate
42,524675,High,Medium,Retirement,Moderate
71,1084431,Low,Medium,Wealth Growth,Moderate
55,1454717,High,High,Short-Term Gain,Moderate
67,867929,Low,Low,Retirement,Conservative
25,908842,Low,Low,Short-Term Gain,Moderate
80,721346,High,High,Wealth Growth,Aggressive
34,1015355,High,Medium,Retirement,Moderate
70,344213,Low,Medium,Retirement,Moderate
62,989087,High,Medium,Retirement,Moderate
41,367413,Low,Medium,Short-Term Gain,Moderate
33,753698,Medium,Low,Wealth Growth,Moderate
37,354659,High,High,Wealth Growth,Aggressive
67,527622,High,Low,Wealth Growth,Moderate
55,617275,Medium,Medium,Retirement,Moderate
41,948437,Low,High,Short-Term Gain,Moderate
37,1015356,High,Medium,Retirement,Moderate
62,1187905,Low,Medium,Retirement,Moderate
44,442787,Low,High,Retirement,Moderate
65,822284,High,High,Short-Term Gain,Moderate
49,740477,Medium,Low,Wealth Growth,Moderate
75,1154492,Medium,Medium,Wealth Growth,Moderate
32,985440,Medium,Medium,Retirement,Moderate
45,1297118,Low,Medium,Retirement,Moderate
70,892793,High,Low,Wealth Growth,Moderate
66,700504,High,High,Short-Term Gain,Moderate
36,1208513,Medium,Low,Retirement,Moderate
42,1124354,Low,High,Retirement,Moderate
20,473868,Medium,Medium,Short-Term Gain,Moderate
75,406285,Low,High,Short-Term Gain,Moderate
68,873695,Low,High,Retirement,Moderate
35,589642,Medium,Low,Short-Term Gain,Moderate
47,1446119,Medium,Medium,Short-Term Gain,Moderate
46,515255,Low,Low,Wealth Growth,Moderate
52,843403,High,Low,Short-Term Gain,Moderate
41,409603,Medium,High,Wealth Growth,Moderate
71,1098381,Low,High,Retirement,Moderate
51,1129267,Low,High,Retirement,Moderate
78,392097,Medium,Medium,Short-Term Gain,Moderate
63,1298505,Low,Low,Retirement,Conservative
67,573751,Low,Low,Retirement,Conservative
